HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,common_name,female_maturity_days,male_maturity_days,gestation_days,weaning_days,litter_size,litters_per_year,interbirth_interval,birth_weight_g,weaning_weight_g,adult_weight_g,growth_rate,max_longevity_yrs,source,specimen_origin,sample_size,data_quality,imr,mrdt,metabolic_rate_w,body_mass_g,temperature_k,references,log10_longevity,log10_adult_weight
141,Animalia,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,means,Two-toed amphiuma,1460.0,1095.0,150.0,,200.0,,,,,200.967,,27.0,485,captivity,small,acceptable,,,0.00904,199.0,288.0,"37,485,749",1.4313637641589874,2.303124749487574
142,Animalia,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,tridactylum,Three-toed amphiuma,,,135.0,,200.0,,,,,,,15.9,485,captivity,small,acceptable,,,,,,"485,749",1.2013971243204515,
143,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,davidianus,Chinese giant salamander,,,55.0,,500.0,,,,,,,,,unknown,small,low,,,,,,"485,749",,
144,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,japonicus,Japanese giant salamander,1825.0,1825.0,60.0,,500.0,,,,,,,55.0,485,captivity,small,acceptable,,,,,,"2,485,749",1.7403626894942439,
145,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Cryptobranchus,alleganiensis,Hellbender,1825.0,1825.0,72.0,,275.0,,,,,358.1,,29.0,528,wild,medium,acceptable,,,0.0253,358.0,288.0,"37,440,528",1.462397997898956,2.554004321011903
146,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,boulengeri,Boulenger's oriental salamander,,,,,32.0,,,,,,,11.9,485,captivity,small,acceptable,,,,,,"230,231,485,749",1.0755469613925308,
147,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,leechii,Chinese salamander,,,,,,,,,,,,7.1,451,captivity,small,acceptable,,,,,,451,0.8512583487190752,
148,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,nebulosus,Clouded salamander,,,,,,,,,,,,14.2,485,captivity,medium,acceptable,,,,,,485,1.1522883443830565,
149,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,retardatus,Japanese salamander,,,,,,,,,,,,12.9,485,captivity,small,acceptable,,,,,,485,1.110589710299249,
150,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Onychodactylus,fischeri,Long-tailed clawed salamander,,,,,,,,,,,,17.0,525,wild,medium,acceptable,,,,,,525,1.2304489213782739,
151,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Onychodactylus,japonicus,Japanese clawed salamander,,,,,17.0,,,,,,,14.2,451,captivity,small,acceptable,,,,,,"451,749",1.1522883443830565,
152,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Paradactylodon,mustersi,Afghanistan salamander,,,,,,,,,,,,11.0,451,captivity,small,acceptable,,,,,,451,1.0413926851582251,
153,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Salamandrella,keyserlingii,Siberian salamander,,,23.0,,70.0,,,,,,,8.0,525,wild,medium,acceptable,,,,,,"525,749",0.9030899869919435,
154,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,912.0,912.0,82.0,,21.0,2.0,,,,,,,,unknown,tiny,low,,,,,,"451,528,749",,
155,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,lugubris,Arboreal salamander,1095.0,1095.0,,,14.5,,,,,,,,,unknown,small,low,,,,,,"485,749",,
156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,dofleini,Giant palm salamander,,,,,,,,,,,,6.9,451,captivity,small,acceptable,,,,,,451,0.8388490907372553,
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,mexicana,Palm salamander,,,,,,,,,,,,12.2,451,captivity,small,acceptable,,,,,,451,1.0863598306747482,
158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,monticola,Seal salamander,1642.0,1277.0,45.0,,25.0,,,,,,,17.7,485,captivity,tiny,acceptable,,,,,,"485,528,749",1.2479732663618066,
159,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Allegheny mountain dusky salamander,1280.0,1280.0,,,16.0,,,,,0.6,,19.8,485,captivity,tiny,acceptable,0.3,,,,,"468,485,526,529",1.2966651902615312,-0.2218487496163564
160,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,quadramaculatus,Black-bellied salamander,1280.0,1280.0,,,25.0,,,,,14.34,,15.0,485,captivity,small,acceptable,,,0.00411,14.1,288.0,"37,468,485,749",1.1760912590556813,1.1565491513317814
161,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,welteri,Black mountain salamander,1642.0,1642.0,,,26.0,,,,,,,20.0,485,captivity,small,acceptable,,,,,,"485,528,749",1.3010299956639813,
162,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Ensatina,eschscholtzii,Ensatina,1278.0,1278.0,138.0,,14.0,,,,,,,,,unknown,tiny,low,,,,,,"451,749",,
163,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,lucifuga,Cave salamander,1095.0,1095.0,13.0,,73.0,,,,,,,9.1,451,captivity,small,acceptable,,,,,,"451,749",0.9590413923210935,
164,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,rathbuni,Texas blind salamander,,,,,,,,,,,,10.3,451,captivity,small,acceptable,,,,,,451,1.0128372247051722,
165,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,spelaea,Grotto salamander,,,,,,,,,,,,9.9,485,captivity,small,acceptable,,,,,,485,0.9956351945975499,
166,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,wilderae,Blue ridge two-lined salamander,1278.0,1278.0,,,32.0,,,,,,,8.0,485,captivity,small,acceptable,,,,,,"485,749",0.9030899869919435,
167,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,palleucus,Tennessee cave salamander,,,,,,,,,,,,18.5,485,captivity,small,acceptable,,,,,,485,1.2671717284030137,
168,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,porphyriticus,Spring salamander,1460.0,1460.0,,,61.0,,,,,,,18.5,485,captivity,small,acceptable,,,,,,"485,528,749",1.2671717284030137,
169,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Hemidactylium,scutatum,Four-toed salamander,912.0,912.0,,,30.0,,,,,,,8.9,485,captivity,small,acceptable,,,,,,"468,485",0.9493900066449128,
170,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,hubrichti,Red Hills salamander,2008.0,,,,9.0,,,,,,,19.7,485,captivity,small,acceptable,,,,,,"485,749",1.294466226161593,
171,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,Eastern red-backed salamander,730.0,730.0,,,8.0,,,,,0.5,,25.0,528,wild,medium,acceptable,,,9.9e-05,0.76,278.5,"37,468,526,528,529",1.3979400086720377,-0.3010299956639812
172,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dunni,Dunn's salamander,1095.0,1095.0,70.0,,9.4,,,,,,,11.0,485,captivity,small,acceptable,,,,,,"485,749",1.0413926851582251,
173,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,elongatus,Del Norte salamander,,,,,7.0,,,,,,,13.3,485,captivity,small,acceptable,,,,,,"485,749",1.1238516409670858,
174,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Northern slimy salamander,910.0,910.0,,,21.0,,,,,4.2,,20.1,485,captivity,small,acceptable,,,0.00191,4.2,288.0,"37,468,485",1.3031960574204888,0.6232492903979004
175,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Red-cheeked salamander,1825.0,1095.0,,,,,,,,,,19.8,485,captivity,tiny,acceptable,,,,,,"485,512,528",1.2966651902615312,
176,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,Western red-backed salamander,,,,,,,,,,,,11.1,485,captivity,small,acceptable,,,,,,485,1.0453229787866574,
177,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,yonahlossee,Yonahlossee salamander,1095.0,1095.0,,,,,,,,,,,,unknown,tiny,low,,,,,,"451,528",,
178,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Mud salamander,1643.0,1095.0,,,,,,,,,,15.1,485,captivity,small,acceptable,,,,,,"485,749",1.1789769472931695,
179,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Red salamander,1825.0,1460.0,75.0,,80.0,,,,,,,20.1,485,captivity,small,acceptable,,,,,,"485,749",1.3031960574204888,
180,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Italian cave salamander,1278.0,1278.0,304.0,,10.0,,,,,,,10.6,485,captivity,small,acceptable,,,,,,"485,749",1.0253058652647702,
181,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Mudpuppy,2190.0,1825.0,50.0,,68.0,,,,,,,34.0,,unknown,medium,acceptable,,,,,,"528,539,749",1.5314789170422551,
182,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Dwarf waterdog,1825.0,1825.0,,,30.0,,,,,,,,,unknown,tiny,low,,,,,,"451,528,749",,
183,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Olm,4124.0,,133.0,,35.0,,4562.0,,,17.0,,102.0,934,wild,medium,acceptable,,999.0,,,,"485,749,934",2.0086001717619175,1.2304489213782739
184,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Pyrenean brook newt,,,,,,,,,,,,26.0,525,wild,medium,acceptable,,,,,,525,1.414973347970818,
185,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Brown newt,,,,,,,,,,,,17.9,451,captivity,medium,acceptable,,,,,,451,1.252853030979893,
186,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Japanese firebelly newt,913.0,913.0,20.0,,200.0,,,,,,,25.0,485,captivity,medium,acceptable,,,,,,"85,485,749,880,1260",1.3979400086720377,
187,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Laureutis alpine salamander,1460.0,1095.0,,,,,,,,,,15.0,451,captivity,small,acceptable,,,,,,"451,462,525",1.1760912590556813,
188,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,,,,,160.0,,,,,,,8.0,525,wild,medium,acceptable,,,,,,"525,749",0.9030899869919435,
189,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Smooth newt,1095.0,730.0,,,180.0,,,,,,,20.0,525,captivity,medium,acceptable,,,,,,"525,749",1.3010299956639813,
190,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lyciasalamandra,fazilae,Fazila's salamander,1096.0,1096.0,365.0,,,,,,,,,10.0,1383,wild,medium,acceptable,,999.0,,,,1383,1.0,
191,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,487.0,487.0,,,,,,,,,,12.9,485,captivity,large,acceptable,,,,,,"485,749",1.110589710299249,
192,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,2000.0,2000.0,,,,,,,,,,25.0,website feedback,captivity,medium,acceptable,,,,,,"233,483,525,528,749",1.3979400086720377,
193,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Tsitou newt,,,,,,,,,,,,6.5,451,captivity,small,acceptable,,,,,,451,0.8129133566428556,
194,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Asian newt,,,,,,,,,,,,10.3,485,captivity,tiny,acceptable,,,,,,485,1.0128372247051722,
195,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Algerian newt,,,,,,,,,,,,14.0,451,captivity,small,acceptable,,,,,,451,1.146128035678238,
196,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Iberian ribbed newt,,,13.0,,725.0,,,,,,,19.5,451,captivity,medium,acceptable,,,,,,"451,749",1.290034611362518,
197,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Golden alpine salamander,,,,,,,,,,,,17.0,525,wild,medium,acceptable,,,,,,525,1.2304489213782739,
198,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,European fire salamander,,,,,,,,,,19.1,,24.0,451,captivity,medium,acceptable,,999.0,0.00857,19.1,288.0,"37,451,1383",1.380211241711606,1.2810333672477277
199,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandrina,perspicillata,Northern spectacled salamander,,,,,,,,,,,,,,unknown,medium,low,,,,,,1383,,
200,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Rough-skinned newt,1278.0,1278.0,23.0,,,,,,,12.32,,,,unknown,small,low,,,0.00518,12.2,288.0,"37,451,749",,1.0906107078284066
201,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Red-bellied newt,1825.0,1825.0,18.0,,10.0,,,,,,,,,unknown,tiny,low,,,,,,"485,749",,
202,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,California newt,1095.0,1095.0,45.0,,122.0,,,0.45,,,,21.8,451,captivity,small,acceptable,,,,,,"451,749",1.3384564936046048,
203,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,,,,,,,,,,,,11.0,525,wild,medium,acceptable,,,,,,525,1.0413926851582251,
204,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Northern crested newt,,,16.0,,225.0,,,,,,,28.0,525,captivity,medium,acceptable,,,,,,"327,525,749",1.4471580313422192,
205,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Marbled newt,1460.0,1460.0,,,,,,,,,,25.0,525,captivity,small,acceptable,,,,,,525,1.3979400086720377,
206,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Mandarin salamander,1460.0,1460.0,,,43.0,,,,,,,11.0,525,wild,medium,acceptable,,,,,,"485,525,749",1.0413926851582251,
207,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Lesser siren,730.0,730.0,60.0,,350.0,,,,,,,25.7,451,captivity,medium,acceptable,,,,,,"451,468,749",1.4099331233312946,
208,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Greater siren,,,,,500.0,,,,,,,25.0,485,captivity,small,acceptable,,,,,,"485,749",1.3979400086720377,
209,Animalia,Chordata,Amphibia,Gymnophiona,Dermophiidae,Dermophis,mexicanus,Mexican burrowing caecilian,,,,,,,,,,,,13.8,451,captivity,small,acceptable,,,,,,451,1.1398790864012365,
210,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Yellow-striped caecilian,,,,,,,,,,,,7.3,451,captivity,small,acceptable,,,,,,451,0.8633228601204559,
211,Animalia,Chordata,Amphibia,Gymnophiona,Typhlonectidae,Typhlonectes,compressicauda,Cayenne caecilian,,,,,,,,,,,,4.9,485,captivity,small,acceptable,,,,,,485,0.6901960800285137,
212,Animalia,Chordata,Amphibia,Gymnophiona,Typhlonectidae,Typhlonectes,natans,Aquatic caecilian,,,,,,,,,,,,,,unknown,medium,low,,,,,,451,,
213,Animalia,Chordata,Ascidiacea,Enterogona,Cionidae,Ciona,intestinalis,Vase tunicate,,,,,,,,,,,,2.0,593,wild,small,acceptable,,,,,,"593,1452",0.3010299956639812,
215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,730.0,730.0,24.0,,4.0,1.0,,28.0,,526.64,0.212,20.3,427,wild,medium,acceptable,,,,,,"427,444,445,732",1.307496037913213,2.7215138420840224
216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,Brown goshawk,,,,,,,,,,453.5,,14.9,1305,wild,medium,acceptable,,,,,,"1305,1308",1.173186268412274,2.656577291396114
217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Northern goshawk,365.0,730.0,33.0,,3.0,1.0,,,,1044.2,0.225,22.0,450,wild,medium,acceptable,,,,,,"437,444,445,450,729,732,1143",1.3424226808222062,3.018783688874697
218,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Eurasian sparrowhawk,365.0,365.0,,,,,,,,237.5,0.258,20.2,450,wild,medium,acceptable,,,0.9516,135.0,,"450,510,729,732,820,1143,1150",1.3053513694466237,2.3756636139608855
219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,novaehollandiae,Grey goshawk,,,,,,,,,,479.583,,,,unknown,small,low,,,,,,"1305,1308",,2.6808637800626633
220,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,365.0,365.0,34.0,,4.0,1.0,,,,135.0,,19.9,427,wild,medium,acceptable,,,,,,"427,437,444,445",1.2988530764097066,2.130333768495006
221,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous vulture,1999.0,,,,,,,,,9625.0,,39.0,1,captivity,medium,acceptable,,,,,,"1,821,1308",1.591064607026499,3.983400738180538
222,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Spanish imperial eagle,1767.0,,,,,,,,,3000.0,,44.5,575,captivity,small,acceptable,,,,,,"575,972,1308",1.6483600109809315,3.4771212547196626
223,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed eagle,1638.0,1096.0,,,,,,,,3466.0,,40.0,1,captivity,small,acceptable,,,,,,"1,820,1308",1.6020599913279623,3.539828558377898
224,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden eagle,1460.0,1460.0,40.0,,2.0,1.0,,110.6,,4800.0,0.126,48.0,437,captivity,medium,acceptable,,,4.9929,3000.0,,"61,425,437,440,445,732",1.6812412373755872,3.681241237375587
225,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Bonelli's eagle,1090.0,,,,,,,,,2000.0,0.154,20.0,1,captivity,small,acceptable,,,,,,"1,732,820,1308",1.3010299956639813,3.3010299956639813
226,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Eastern imperical eagle,1636.0,,,,,,,,,3262.0,,56.0,1,captivity,medium,acceptable,,,,,,"1,821,1308",1.7481880270062005,3.513483956704257
227,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe eagle,1454.0,,,,,,,,,2745.5,,41.0,1,captivity,small,acceptable,,,,,,"1,820,1308",1.6127838567197355,3.438621448045396
228,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Lesser spotted eagle,,,,,,,,,,1370.0,,26.1,1,wild,medium,acceptable,,,,,,"1,820",1.416640507338281,3.1367205671564067
229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Tawny eagle,1454.0,,,,,,,,,1996.1,0.093,40.3,575,captivity,medium,acceptable,,,,,,"575,732,821,1308",1.6053050461411094,3.3001822946469006
230,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Grey-faced buzzard,727.0,,,,,,,,,415.0,,8.5,1,wild,medium,acceptable,,,,,,"1,820,1308",0.9294189257142927,2.6180480967120925
231,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Buzzard,730.0,730.0,,,,,,,,1012.0,0.189,28.8,450,wild,medium,acceptable,,,,,,"450,729,732",1.4593924877592308,3.0051805125037805
232,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed hawk,730.0,730.0,31.0,,3.0,1.0,,57.6,,1362.0,0.188,30.7,427,wild,large,acceptable,,,,,,"1,427,437,444,445,732",1.4871383754771865,3.1341771075767664
233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged hawk,730.0,730.0,29.0,,5.0,1.0,,41.62,,980.64,,18.8,450,wild,small,acceptable,,,,,,"437,444,445,450",1.2741578492636798,2.991509604008035
234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered hawk,365.0,365.0,33.0,,3.5,1.0,,35.0,,607.0,,22.4,427,wild,medium,acceptable,,,2.11,658.0,,"427,435,440,444,445,820",1.3502480183341627,2.7831886910752575
235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Broad-winged hawk,365.0,365.0,25.0,,2.5,1.0,,28.0,,454.0,0.271,18.3,577,wild,small,acceptable,,,,,,"444,445,577,732",1.2624510897304295,2.6570558528571038
236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Ferruginous hawk,730.0,730.0,32.0,,3.0,1.0,,51.6,,1500.0,0.171,23.7,427,wild,medium,acceptable,,,,,,"427,437,445,448,732",1.3747483460101038,3.1760912590556813
237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged buzzard,727.0,,,,,,,,,1174.5,,,,unknown,small,low,,,,,,"450,820,1308",,3.069853021113625
238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,1096.0,,38.0,,1.0,,,35.0,,505.0,,17.0,445,wild,medium,acceptable,,,,,,"445,1308",1.2304489213782739,2.7032913781186614
239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730.0,730.0,31.0,,3.0,1.0,,39.4,,980.64,0.158,24.9,427,wild,medium,acceptable,,,,,,"427,437,444,445,732,818",1.3961993470957363,2.991509604008035
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730.0,730.0,38.0,,1.5,1.0,,,,837.0,,13.5,1,wild,medium,acceptable,,,,,,"1,444,445",1.130333768495006,2.92272545799326
241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,Brown snake eagle,,,,,,,,,,2048.0,0.037,,,unknown,tiny,low,,,,,,"1,732,820",,3.3113299523037933
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Short-toed eagle,1095.0,1095.0,,,,,,,,1699.5,,17.3,1,wild,medium,acceptable,,,,,,"1,729,820",1.2380461031287955,3.2303211689190783
243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Western marsh harrier,730.0,730.0,,,,,,,,711.5,,20.1,450,wild,medium,acceptable,,,,,,"450,729,820",1.3031960574204888,2.8521749044203033
244,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,approximans,Swamp harrier,,,,,,,,,,752.5,,11.0,1305,wild,small,acceptable,,,,,,"1305,1308",1.0413926851582251,2.876506504265881
245,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Northern harrier,365.0,365.0,31.0,,4.4,1.0,,23.8,,392.0,0.25,17.1,450,wild,medium,acceptable,,,,,,"437,444,445,450,732",1.2329961103921538,2.593286067020457
246,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Pallid harrier,727.0,,,,,,,,,388.5,,13.5,1,wild,medium,acceptable,,,,,,"1,820,1308",1.130333768495006,2.5893910231369333
247,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Montagu's harrier,730.0,730.0,,,,,,,,315.5,,16.3,1,wild,medium,acceptable,,,,,,"1,729,820",1.212187604403958,2.498999363580153
248,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,axillaris,Black-shouldered kite,,,,,,,,,,265.5,,3.5,1305,wild,small,acceptable,,,,,,"1305,1308",0.5440680443502757,2.4240645254174877
249,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Black-winged kite,363.0,,,,,,,,,260.5,,6.0,1,wild,medium,acceptable,,,,,,"1,820,1308",0.7781512503836436,2.4158077276355434
250,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed kite,727.0,,30.0,,4.1,1.5,,17.4,,280.0,,6.0,427,wild,tiny,acceptable,,,,,,"427,444,445,1308",0.7781512503836436,2.4471580313422194
251,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,,,,,,,,,,2447.5,,42.0,575,captivity,medium,acceptable,,,5.1887,2860.0,,"425,575,820",1.6232492903979006,3.3887227004751757
252,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Bearded vulture,2544.0,,,,,,,,,5070.0,,40.0,1,captivity,medium,acceptable,,,,,,"1,1308,1343",1.6020599913279623,3.705007959333336
253,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Palm-nut vulture,1454.0,,,,,,,,,1600.0,,27.1,575,captivity,medium,acceptable,,,,,,"575,820,1308",1.4329692908744058,3.2041199826559246
